"","locs2","Column","dates","notice","status","landref","locs","document","dates2","landref_cl","monthlies","duplic","lat","long","county","monthcats","vars"
"4499","Nakuru",6096,2016-04-29,"GAZETTENOTICENO2898","Lost","Rongai/ Lengenet Block I/ 79","district of Nakuru","Land Title Deed","29April2016","Rongai/Lengenet Block I/79","Apr2016",TRUE,-0.3030988,36.080026,"Nakuru","Jan - May, 2016",1
"4500","Nakuru",139,2014-08-01,"GAZETTENOTICENO5300","Lost","Rongai/ Rongai Block 1/ 1906","district of Nakuru","Land Title Deed","01August2014","Rongai/Rongai Block 1/1906","Aug2014",TRUE,-0.3030988,36.080026,"Nakuru","Apr - Aug, 2014",1
"4501","Nakuru",947,2015-02-06,"GAZETTENOTICENO743","Lost","Rongai/ Rongai Block 1/ 276","district of Nakuru","Land Title Deed","06February2015","Rongai/Rongai Block 1/276","Feb2015",TRUE,-0.3030988,36.080026,"Nakuru","Jan - Apr, 2015",1
"4502","Nakuru",6535,2015-10-30,"GAZETTENOTICENO8120","Lost","Rongai/ Rongai Block 1/ 857","district of Nakuru","Land Title Deed","30October2015","Rongai/Rongai Block 1/857","Oct2015",TRUE,-0.3030988,36.080026,"Nakuru","Sep - Dec, 2015",1
"4503","Nakuru",3844,2014-09-19,"GAZETTENOTICENO6475-6554","Lost","Rongai/ Rongai Block 1/ 959","district of Nakuru","Land Title Deed","19September2014","Rongai/Rongai Block 1/959","Sep2014",TRUE,-0.3030988,36.080026,"Nakuru","Sep - Dec, 2014",1
"4504","Nakuru",891,2014-09-05,"GAZETTENOTICENO6126","Lost","Rongai/ Rongai Block 1/ 960","district of Nakuru","Land Title Deed","05September2014","Rongai/Rongai Block 1/960","Sep2014",TRUE,-0.3030988,36.080026,"Nakuru","Sep - Dec, 2014",1
"4505","Nakuru",4601,2014-08-22,"GAZETTENOTICENO5729","Lost","Rongai/ Rongai Block 2/ 106","district of Nakuru","Land Title Deed","22August2014","Rongai/Rongai Block 2/106","Aug2014",TRUE,-0.3030988,36.080026,"Nakuru","Apr - Aug, 2014",1
"4506","Nakuru",6705,2014-10-31,"GAZETTENOTICENO7782","Lost","Rongai/ Rongai Block 2/ 385","district of Nakuru","Land Title Deed","31October2014","Rongai/Rongai Block 2/385","Oct2014",TRUE,-0.3030988,36.080026,"Nakuru","Sep - Dec, 2014",1
"4507","Nakuru",6706,2014-10-31,"GAZETTENOTICENO7782","Lost","Rongai/ Rongai Block 2/ 386","district of Nakuru","Land Title Deed","31October2014","Rongai/Rongai Block 2/386","Oct2014",TRUE,-0.3030988,36.080026,"Nakuru","Sep - Dec, 2014",1
"4508","Nakuru",6707,2014-10-31,"GAZETTENOTICENO7782","Lost","Rongai/ Rongai Block 2/ 387","district of Nakuru","Land Title Deed","31October2014","Rongai/Rongai Block 2/387","Oct2014",TRUE,-0.3030988,36.080026,"Nakuru","Sep - Dec, 2014",1
"4509","Nakuru",6094,2016-04-29,"GAZETTENOTICENO2896","Lost","Rongai/ Rongai Block I/ 1474","district of Nakuru","Land Title Deed","29April2016","Rongai/Rongai Block I/1474","Apr2016",TRUE,-0.3030988,36.080026,"Nakuru","Jan - May, 2016",1
"4510","Nakuru",6624,2015-07-31,"GAZETTENOTICENO5549-5636","Lost","Rongai/ Rongai Block I/ 1478","district of Nakuru","Land Title Deed","31July2015","Rongai/Rongai Block I/1478","Jul2015",TRUE,-0.3030988,36.080026,"Nakuru","May - Aug, 2015",1
"4511","Nakuru",6626,2015-07-31,"GAZETTENOTICENO5549-5636","Lost","Rongai/ Rongai Block I/ 285","district of Nakuru","Land Title Deed","31July2015","Rongai/Rongai Block I/285","Jul2015",TRUE,-0.3030988,36.080026,"Nakuru","May - Aug, 2015",1
"4512","Nakuru",567,2016-03-04,"GAZETTENOTICENO1366","Lost","Shawa/ Gicheha Block 11/ 29","district of Nakuru","Land Title Deed","04March2016","Shawa/Gicheha Block 11/29","Mar2016",TRUE,-0.3030988,36.080026,"Nakuru","Jan - May, 2016",1
"4513","Nakuru",2155,2016-03-11,"GAZETTENOTICENO1479","Lost","Shawa/ Gicheha Block 5/ 134( Ex- Margaret)","district of Nakuru","Land Title Deed","11March2016","Shawa/Gicheha Block 5/134( Ex- Margaret)","Mar2016",TRUE,-0.3030988,36.080026,"Nakuru","Jan - May, 2016",1
"4514","Nakuru",4602,2014-08-22,"GAZETTENOTICENO5730","Lost","Shawa/ Gicheha Block 5/ 685( Ex- Margaret)","district of Nakuru","Land Title Deed","22August2014","Shawa/Gicheha Block 5/685( Ex- Margaret)","Aug2014",TRUE,-0.3030988,36.080026,"Nakuru","Apr - Aug, 2014",1
"4515","Nakuru",1346,2014-11-07,"GAZETTENOTICENO8027","Lost","Shawa/ Rongai Block 5/ 46( Wakaguthi)","district of Nakuru","Land Title Deed","07November2014","Shawa/Rongai Block 5/46( Wakaguthi)","Nov2014",TRUE,-0.3030988,36.080026,"Nakuru","Sep - Dec, 2014",1
"4516","Nakuru",5215,2016-03-24,"GAZETTENOTICENO1912","Lost","Solai/ Kirima Block 2/ 17","district of Nakuru","Land Title Deed","24March2016","Solai/Kirima Block 2/17","Mar2016",TRUE,-0.3030988,36.080026,"Nakuru","Jan - May, 2016",1
"4517","Nakuru",5216,2016-03-24,"GAZETTENOTICENO1913","Lost","Solai/ Kirima Block 2/ 44","district of Nakuru","Land Title Deed","24March2016","Solai/Kirima Block 2/44","Mar2016",TRUE,-0.3030988,36.080026,"Nakuru","Jan - May, 2016",1
"4518","Nakuru",5214,2016-03-24,"GAZETTENOTICENO1911","Lost","Solai/ Kirima Block 2/ 71","district of Nakuru","Land Title Deed","24March2016","Solai/Kirima Block 2/71","Mar2016",TRUE,-0.3030988,36.080026,"Nakuru","Jan - May, 2016",1
"4519","Nakuru",346,2015-10-02,"GAZETTENOTICENO7318","Lost","Solai/ Ndungiri Block 2/ 209","district of Nakuru","Green Card","02October2015","Solai/Ndungiri Block 2/209","Oct2015",TRUE,-0.3030988,36.080026,"Nakuru","Sep - Dec, 2015",1
"4520","Nakuru",2810,2015-08-14,"GAZETTENOTICENO5822","Lost","Solai/ Ndungiri Block 2/ 324","district of Nakuru","Land Title Deed","14August2015","Solai/Ndungiri Block 2/324","Aug2015",TRUE,-0.3030988,36.080026,"Nakuru","May - Aug, 2015",1
"4521","Nakuru",607,2015-09-04,"GAZETTENOTICENO6493-6575","Lost","Solai/ Ndungiri Block 2/ 324","district of Nakuru","Land Title Deed","04September2015","Solai/Ndungiri Block 2/324","Sep2015",TRUE,-0.3030988,36.080026,"Nakuru","Sep - Dec, 2015",1
"4522","Nakuru",3389,2014-10-17,"GAZETTENOTICENO7278","Lost","Solai/ Ndungiri Block 3/ 1832","district of Nakuru","Land Title Deed","17October2014","Solai/Ndungiri Block 3/1832","Oct2014",TRUE,-0.3030988,36.080026,"Nakuru","Sep - Dec, 2014",1
"4523","Nakuru",2713,2015-11-13,"GAZETTENOTICENO8513","Unknown","Solai/ Ndungiri Block 3/ 576( Wanyororo  B","district of Nakuru","Land Title Deed","13November2015","Solai/Ndungiri Block 3/576( Wanyororo  B","Nov2015",TRUE,-0.3030988,36.080026,"Nakuru","Sep - Dec, 2015",0
"4524","Nakuru",6627,2015-07-31,"GAZETTENOTICENO5549-5636","Lost","Solai/ Ndungiri Block 3/ 731","district of Nakuru","Land Title Deed","31July2015","Solai/Ndungiri Block 3/731","Jul2015",TRUE,-0.3030988,36.080026,"Nakuru","May - Aug, 2015",1
"4525","Nakuru",6465,2014-05-30,"GAZETTENOTICENO3604","Unknown","Solai/ Ndungiri Block 3/ 778( Wanyororo  B","district of Nakuru","Land Title Deed","30May2014","Solai/Ndungiri Block 3/778( Wanyororo  B","May2014",TRUE,-0.3030988,36.080026,"Nakuru","Apr - Aug, 2014",0
"4526","Nakuru",558,2016-03-04,"GAZETTENOTICENO1357","Lost","Solai/ Ndungiri Block 5/ 113","district of Nakuru","Land Title Deed","04March2016","Solai/Ndungiri Block 5/113","Mar2016",TRUE,-0.3030988,36.080026,"Nakuru","Jan - May, 2016",1
"4527","Nakuru",5750,2014-06-27,"GAZETTENOTICENO4279","Lost","Solai/ Ndungiri Block 5/ 131","district of Nakuru","Land Title Deed","27June2014","Solai/Ndungiri Block 5/131","Jun2014",TRUE,-0.3030988,36.080026,"Nakuru","Apr - Aug, 2014",1
"4528","Nakuru",6635,2015-07-31,"GAZETTENOTICENO5549-5636","Lost","Solai/ Ndungiri Block 5/ 158( Marigat)","district of Nakuru","Land Title Deed","31July2015","Solai/Ndungiri Block 5/158( Marigat)","Jul2015",TRUE,-0.3030988,36.080026,"Nakuru","May - Aug, 2015",1
"4529","Nakuru",5749,2014-06-27,"GAZETTENOTICENO4278","Lost","Solai/ Ndungiri Block 5/ 349","district of Nakuru","Land Title Deed","27June2014","Solai/Ndungiri Block 5/349","Jun2014",TRUE,-0.3030988,36.080026,"Nakuru","Apr - Aug, 2014",1
"4530","Nakuru",564,2016-03-04,"GAZETTENOTICENO1363","Lost","Solai/ Ndungiri Block 6/ 613","district of Nakuru","Land Title Deed","04March2016","Solai/Ndungiri Block 6/613","Mar2016",TRUE,-0.3030988,36.080026,"Nakuru","Jan - May, 2016",1
"4531","Nakuru",565,2016-03-04,"GAZETTENOTICENO1364","Lost","Solai/ Ndungiri Block 6/ 614","district of Nakuru","Land Title Deed","04March2016","Solai/Ndungiri Block 6/614","Mar2016",TRUE,-0.3030988,36.080026,"Nakuru","Jan - May, 2016",1
"4532","Nakuru",5294,2014-10-24,"GAZETTENOTICENO7556","Lost","Subukia/ Subukia Block 1/ 292","district of Nakuru","Land Title Deed","24October2014","Subukia/Subukia Block 1/292","Oct2014",TRUE,-0.3030988,36.080026,"Nakuru","Sep - Dec, 2014",1
"4533","Nakuru",5133,2015-07-24,"GAZETTENOTICENO5290","Lost","Subukia/ Subukia Block 1/ 312( Tetu)","district of Nakuru","Land Title Deed","24July2015","Subukia/Subukia Block 1/312( Tetu)","Jul2015",TRUE,-0.3030988,36.080026,"Nakuru","May - Aug, 2015",1
"4534","Nakuru",3095,2014-08-15,"GAZETTENOTICENO5636","Lost","Subukia/ Subukia Block 13/ 1439","district of Nakuru","Land Title Deed","15August2014","Subukia/Subukia Block 13/1439","Aug2014",TRUE,-0.3030988,36.080026,"Nakuru","Apr - Aug, 2014",1
"4535","Nakuru",3598,2015-09-18,"GAZETTENOTICENO6857-6932","Lost","Subukia/ Subukia Block 13/ 190( Kianwe)","district of Nakuru","Land Title Deed","18September2015","Subukia/Subukia Block 13/190( Kianwe)","Sep2015",TRUE,-0.3030988,36.080026,"Nakuru","Sep - Dec, 2015",1
"4536","Nakuru",3731,2016-02-19,"GAZETTENOTICENO968","Lost","Subukia/ Subukia Block 3/ 123( Kamwaura)","district of Nakuru","Land Title Deed","19February2016","Subukia/Subukia Block 3/123( Kamwaura)","Feb2016",TRUE,-0.3030988,36.080026,"Nakuru","Jan - May, 2016",1
"4537","Nakuru",254,2015-01-02,"GAZETTENOTICENO9-62","Lost","Subukia/ Subukia Block 3/ 398( Morro Farm)","district of Nakuru","Land Title Deed","02January2015","Subukia/Subukia Block 3/398( Morro Farm)","Jan2015",TRUE,-0.3030988,36.080026,"Nakuru","Jan - Apr, 2015",1
"4538","Nakuru",559,2016-03-04,"GAZETTENOTICENO1358","Lost","Subukia/ Subukia Block 6/ 600","district of Nakuru","Land Title Deed","04March2016","Subukia/Subukia Block 6/600","Mar2016",TRUE,-0.3030988,36.080026,"Nakuru","Jan - May, 2016",1
"4539","Nandi",2263,2015-09-11,"GAZETTENOTICENO6619-6690","Lost","Meteitei/ Meteitei Block 4/ 209","district of Nandi","Land Title Deed","11September2015","Meteitei/Meteitei Block 4/209","Sep2015",FALSE,0.1835867,35.1268781,"Nandi","Sep - Dec, 2015",1
"4540","Nandi",2264,2015-09-11,"GAZETTENOTICENO6619-6690","Lost","Nandi Hills/ Kapsimotwo Block 1/ 91( Chepsire)","district of Nandi","Land Title Deed","11September2015","Nandi Hills/Kapsimotwo Block 1/91( Chepsire)","Sep2015",TRUE,0.1835867,35.1268781,"Nandi","Sep - Dec, 2015",1
"4541","Nandi",5852,2015-03-27,"GAZETTENOTICENO1997","Lost","Nandi/ Arwos/ 925","district of Nandi","Land Title Deed","27March2015","Nandi/Arwos/925","Mar2015",TRUE,0.1835867,35.1268781,"Nandi","Jan - Apr, 2015",1
"4542","Nandi",656,2015-09-04,"GAZETTENOTICENO6493-6575","Lost","Nandi/ Baraton/ 1098","district of Nandi","Land Title Deed","04September2015","Nandi/Baraton/1098","Sep2015",TRUE,0.1835867,35.1268781,"Nandi","Sep - Dec, 2015",1
"4543","Nandi",6562,2015-10-30,"GAZETTENOTICENO8147","Lost","Nandi/ Chebilat/ 895","district of Nandi","Land Title Deed","30October2015","Nandi/Chebilat/895","Oct2015",TRUE,0.1835867,35.1268781,"Nandi","Sep - Dec, 2015",1
"4544","Nandi",3217,2015-01-16,"GAZETTENOTICENO194-245","Lost","Nandi/ Chemase/ Kaimosi/ 159","district of Nandi","Land Title Deed","16January2015","Nandi/Chemase/Kaimosi/159","Jan2015",TRUE,0.1835867,35.1268781,"Nandi","Jan - Apr, 2015",1
"4545","Nandi",5895,2015-11-27,"GAZETTENOTICENO8834","Lost","Nandi/ Chemnoet/ 117","district of Nandi","Land Title Deed","27November2015","Nandi/Chemnoet/117","Nov2015",TRUE,0.1835867,35.1268781,"Nandi","Sep - Dec, 2015",1
"4546","Nandi",3472,2014-10-17,"GAZETTENOTICENO7365","Lost","Nandi/ Chepkumia/ 761","district of Nandi","Land Title Deed","17October2014","Nandi/Chepkumia/761","Oct2014",TRUE,0.1835867,35.1268781,"Nandi","Sep - Dec, 2014",1
"4547","Nandi",5894,2015-11-27,"GAZETTENOTICENO8833","Lost","Nandi/ Chepterit/ 1156","district of Nandi","Land Title Deed","27November2015","Nandi/Chepterit/1156","Nov2015",TRUE,0.1835867,35.1268781,"Nandi","Sep - Dec, 2015",1
"4548","Nandi",2265,2015-09-11,"GAZETTENOTICENO6619-6690","Lost","Nandi/ Chepterwai/ 728","district of Nandi","Land Title Deed","11September2015","Nandi/Chepterwai/728","Sep2015",TRUE,0.1835867,35.1268781,"Nandi","Sep - Dec, 2015",1
"4549","Nandi",655,2015-09-04,"GAZETTENOTICENO6493-6575","Lost","Nandi/ Eisero/ 319","district of Nandi","Land Title Deed","04September2015","Nandi/Eisero/319","Sep2015",TRUE,0.1835867,35.1268781,"Nandi","Sep - Dec, 2015",1
"4550","Nandi",5388,2014-10-24,"GAZETTENOTICENO7652","Lost","Nandi/ Kabiemit/ 100","district of Nandi","Land Title Deed","24October2014","Nandi/Kabiemit/100","Oct2014",TRUE,0.1835867,35.1268781,"Nandi","Sep - Dec, 2014",1
"4551","Nandi",6561,2015-10-30,"GAZETTENOTICENO8146","Lost","Nandi/ Kaboi/ 1010","district of Nandi","Land Title Deed","30October2015","Nandi/Kaboi/1010","Oct2015",TRUE,0.1835867,35.1268781,"Nandi","Sep - Dec, 2015",1
"4552","Nandi",657,2015-09-04,"GAZETTENOTICENO6493-6575","Lost","Nandi/ Kaboi/ 232","district of Nandi","Land Title Deed","04September2015","Nandi/Kaboi/232","Sep2015",TRUE,0.1835867,35.1268781,"Nandi","Sep - Dec, 2015",1
"4553","Nandi",2266,2015-09-11,"GAZETTENOTICENO6619-6690","Lost","Nandi/ Kaboi/ 376","district of Nandi","Land Title Deed","11September2015","Nandi/Kaboi/376","Sep2015",TRUE,0.1835867,35.1268781,"Nandi","Sep - Dec, 2015",1
"4554","Nandi",3722,2016-02-19,"GAZETTENOTICENO1023","Lost","Nandi/ Kaboi/ 510","district of Nandi","Land Title Deed","19February2016","Nandi/Kaboi/510","Feb2016",TRUE,0.1835867,35.1268781,"Nandi","Jan - May, 2016",1
"4555","Nandi",283,2015-01-02,"GAZETTENOTICENO9-62","Lost","Nandi/ Kamobo/ 1433","district of Nandi","Land Title Deed","02January2015","Nandi/Kamobo/1433","Jan2015",TRUE,0.1835867,35.1268781,"Nandi","Jan - Apr, 2015",1
"4556","Nandi",3634,2015-09-18,"GAZETTENOTICENO6857-6932","Lost","Nandi/ Kamobo/ 2107","district of Nandi","Land Title Deed","18September2015","Nandi/Kamobo/2107","Sep2015",TRUE,0.1835867,35.1268781,"Nandi","Sep - Dec, 2015",1
"4557","Nandi",4883,2015-01-23,"GAZETTENOTICENO382-442","Lost","Nandi/ Kamobo/ 2387","district of Nandi","Land Title Deed","23January2015","Nandi/Kamobo/2387","Jan2015",TRUE,0.1835867,35.1268781,"Nandi","Jan - Apr, 2015",1
"4558","Nandi",5851,2015-03-27,"GAZETTENOTICENO1997","Unknown","Nandi/ Kamobo/ 3148","district of Nandi","other","27March2015","Nandi/Kamobo/3148","Mar2015",TRUE,0.1835867,35.1268781,"Nandi","Jan - Apr, 2015",0
"4559","Nandi",238,2015-04-02,"GAZETTENOTICENO2125-2187","Lost","Nandi/ Kamobo/ 3520","district of Nandi","Land Title Deed","02April2015","Nandi/Kamobo/3520","Apr2015",TRUE,0.1835867,35.1268781,"Nandi","Jan - Apr, 2015",1
"4560","Nandi",6439,2015-01-30,"GAZETTENOTICENO512-603","Lost","Nandi/ Kamobo/ 3623","district of Nandi","Land Title Deed","30January2015","Nandi/Kamobo/3623","Jan2015",TRUE,0.1835867,35.1268781,"Nandi","Jan - Apr, 2015",1
"4561","Nandi",6440,2015-01-30,"GAZETTENOTICENO512-603","Lost","Nandi/ Kamobo/ 3912","district of Nandi","Land Title Deed","30January2015","Nandi/Kamobo/3912","Jan2015",TRUE,0.1835867,35.1268781,"Nandi","Jan - Apr, 2015",1
"4562","Nandi",239,2015-04-02,"GAZETTENOTICENO2125-2187","Lost","Nandi/ Kamobo/ 4258","district of Nandi","Land Title Deed","02April2015","Nandi/Kamobo/4258","Apr2015",TRUE,0.1835867,35.1268781,"Nandi","Jan - Apr, 2015",1
"4563","Nandi",3474,2014-10-17,"GAZETTENOTICENO7367","Lost","Nandi/ Kamoboa/ 2851","district of Nandi","Land Title Deed","17October2014","Nandi/Kamoboa/2851","Oct2014",TRUE,0.1835867,35.1268781,"Nandi","Sep - Dec, 2014",1
"4564","Nandi",3216,2015-01-16,"GAZETTENOTICENO194-245","Lost","Nandi/ Kapkangani/ Kaimosi/ 395","district of Nandi","Land Title Deed","16January2015","Nandi/Kapkangani/Kaimosi/395","Jan2015",TRUE,0.1835867,35.1268781,"Nandi","Jan - Apr, 2015",1
"4565","Nandi",4884,2015-01-23,"GAZETTENOTICENO382-442","Lost","Nandi/ Kapkangani/ Kaimosi/ 720","district of Nandi","Land Title Deed","23January2015","Nandi/Kapkangani/Kaimosi/720","Jan2015",TRUE,0.1835867,35.1268781,"Nandi","Jan - Apr, 2015",1
"4566","Nandi",3473,2014-10-17,"GAZETTENOTICENO7366","Lost","Nandi/ Kapkures/ 612","district of Nandi","Land Title Deed","17October2014","Nandi/Kapkures/612","Oct2014",TRUE,0.1835867,35.1268781,"Nandi","Sep - Dec, 2014",1
"4567","Nandi",3175,2015-05-15,"GAZETTENOTICENO3322","Lost","Nandi/ Kapsengere/ 481","district of Nandi","Land Title Deed","15May2015","Nandi/Kapsengere/481","May2015",TRUE,0.1835867,35.1268781,"Nandi","May - Aug, 2015",1
"4568","Nandi",6794,2014-10-31,"GAZETTENOTICENO7886","Unknown","Nandi/ Kaptich/ 64","district of Nandi","other","31October2014","Nandi/Kaptich/64","Oct2014",TRUE,0.1835867,35.1268781,"Nandi","Sep - Dec, 2014",0
"4569","Nandi",3698,2014-12-19,"GAZETTENOTICENO9029-9083","Lost","Nandi/ Kaptich/ 64","district of Nandi","Green Card","19December2014","Nandi/Kaptich/64","Dec2014",TRUE,0.1835867,35.1268781,"Nandi","Sep - Dec, 2014",1
"4570","Nandi",4949,2014-05-23,"GAZETTENOTICENO3433","Lost","Nandi/ Kaptildil/ 272","district of Nandi","Land Title Deed","23May2014","Nandi/Kaptildil/272","May2014",TRUE,0.1835867,35.1268781,"Nandi","Apr - Aug, 2014",1
"4571","Nandi",3721,2016-02-19,"GAZETTENOTICENO1022","Lost","Nandi/ Kaptumek/ 739","district of Nandi","Land Title Deed","19February2016","Nandi/Kaptumek/739","Feb2016",TRUE,0.1835867,35.1268781,"Nandi","Jan - May, 2016",1
"4572","Nandi",1585,2014-08-08,"GAZETTENOTICENO5488","Lost","Nandi/ Kebulonik/ 46","district of Nandi","Land Title Deed","08August2014","Nandi/Kebulonik/46","Aug2014",TRUE,0.1835867,35.1268781,"Nandi","Apr - Aug, 2014",1
"4573","Nandi",1214,2015-11-06,"GAZETTENOTICENO8242","Lost","Nandi/ Kibwareng/ 256","district of Nandi","Land Title Deed","06November2015","Nandi/Kibwareng/256","Nov2015",TRUE,0.1835867,35.1268781,"Nandi","Sep - Dec, 2015",1
"4574","Nandi",4882,2015-01-23,"GAZETTENOTICENO382-442","Lost","Nandi/ Kiminda/ 1653","district of Nandi","Land Title Deed","23January2015","Nandi/Kiminda/1653","Jan2015",TRUE,0.1835867,35.1268781,"Nandi","Jan - Apr, 2015",1
"4575","Nandi",2267,2015-09-11,"GAZETTENOTICENO6619-6690","Lost","Nandi/ Koibarak  B/ 127","district of Nandi","Land Title Deed","11September2015","Nandi/Koibarak  B/127","Sep2015",TRUE,0.1835867,35.1268781,"Nandi","Sep - Dec, 2015",1
"4576","Nandi",654,2015-09-04,"GAZETTENOTICENO6493-6575","Lost","Nandi/ Kokwet/ 851","district of Nandi","Land Title Deed","04September2015","Nandi/Kokwet/851","Sep2015",TRUE,0.1835867,35.1268781,"Nandi","Sep - Dec, 2015",1
"4577","Nandi",4950,2014-05-23,"GAZETTENOTICENO3434","Lost","Nandi/ Kosoiywo/ 1170","district of Nandi","Land Title Deed","23May2014","Nandi/Kosoiywo/1170","May2014",TRUE,0.1835867,35.1268781,"Nandi","Apr - Aug, 2014",1
"4578","Nandi",3633,2015-09-18,"GAZETTENOTICENO6857-6932","Lost","Nandi/ Lessos/ 602","district of Nandi","Land Title Deed","18September2015","Nandi/Lessos/602","Sep2015",TRUE,0.1835867,35.1268781,"Nandi","Sep - Dec, 2015",1
"4579","Nandi",284,2015-01-02,"GAZETTENOTICENO9-62","Lost","Nandi/ Loleringet/ 119","district of Nandi","Land Title Deed","02January2015","Nandi/Loleringet/119","Jan2015",TRUE,0.1835867,35.1268781,"Nandi","Jan - Apr, 2015",1
"4580","Nandi",6187,2014-08-29,"GAZETTENOTICENO6015","Lost","Nandi/ Lolkeringet/ 413","district of Nandi","Land Title Deed","29August2014","Nandi/Lolkeringet/413","Aug2014",TRUE,0.1835867,35.1268781,"Nandi","Apr - Aug, 2014",1
"4581","Nandi",5389,2014-10-24,"GAZETTENOTICENO7652","Lost","Nandi/ Mutwot/ 163","district of Nandi","Land Title Deed","24October2014","Nandi/Mutwot/163","Oct2014",TRUE,0.1835867,35.1268781,"Nandi","Sep - Dec, 2014",1
"4582","Nandi",285,2015-01-02,"GAZETTENOTICENO9-62","Lost","Nandi/ Ndubeneti/ 298","district of Nandi","Land Title Deed","02January2015","Nandi/Ndubeneti/298","Jan2015",TRUE,0.1835867,35.1268781,"Nandi","Jan - Apr, 2015",1
"4583","Nandi",6438,2015-01-30,"GAZETTENOTICENO512-603","Lost","Nandi/ Ndulele/ 954","district of Nandi","Land Title Deed","30January2015","Nandi/Ndulele/954","Jan2015",TRUE,0.1835867,35.1268781,"Nandi","Jan - Apr, 2015",1
"4584","Nandi",3176,2015-05-15,"GAZETTENOTICENO3322","Lost","Nandi/ Ngechek/ 616","district of Nandi","Land Title Deed","15May2015","Nandi/Ngechek/616","May2015",TRUE,0.1835867,35.1268781,"Nandi","May - Aug, 2015",1
"4585","Nandi",5896,2015-11-27,"GAZETTENOTICENO8835","Lost","Nandi/ Songoliet/ 141","district of Nandi","Land Title Deed","27November2015","Nandi/Songoliet/141","Nov2015",TRUE,0.1835867,35.1268781,"Nandi","Sep - Dec, 2015",1
"4586","Narok",2748,2015-11-13,"GAZETTENOTICENO8551","Lost","Cis- Mara/ Enabelbel- Enengetia/ 412","district of Narok","Land Title Deed","13November2015","Cis- Mara/Enabelbel- Enengetia/412","Nov2015",FALSE,-1.0875428,35.8770642,"Narok","Sep - Dec, 2015",1
"4587","Narok",6605,2015-12-31,"GAZETTENOTICENO9608","Lost","Cis- Mara/ Enaibelbel- Enengetia/ 787","district of Narok","Land Title Deed","31December2015","Cis- Mara/Enaibelbel- Enengetia/787","Dec2015",TRUE,-1.0875428,35.8770642,"Narok","Sep - Dec, 2015",1
"4588","Narok",2198,2016-03-11,"GAZETTENOTICENO1517","Lost","Cis- Mara/ Enaibelbel- Enengetia/ 884","district of Narok","Land Title Deed","11March2016","Cis- Mara/Enaibelbel- Enengetia/884","Mar2016",TRUE,-1.0875428,35.8770642,"Narok","Jan - May, 2016",1
"4589","Narok",474,2014-10-03,"GAZETTENOTICENO6879","Lost","CIS- Mara/ Entontol/ 100","district of Narok","Land Title Deed","03October2014","CIS- Mara/Entontol/100","Oct2014",TRUE,-1.0875428,35.8770642,"Narok","Sep - Dec, 2014",1
